"ID","NMP","EST","FC","LC","DIST","LCT","SEX","NTP","RP","P_altmani","Proleptus_sp."
719,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",2,2,1,1
720,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",0,0,0,0
721,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",0,0,0,0
722,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",3,1,3,0
723,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",1,1,1,0
724,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",3,2,1,2
725,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",8,2,4,4
726,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",4,2,3,1
727,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",1,1,1,0
728,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",3,2,2,1
729,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",1,1,0,1
730,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",2,2,1,1
731,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",2,1,2,0
732,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",3,2,1,2
733,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",0,0,0,0
734,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
735,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",0,0,0,0
736,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",4,2,3,1
737,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
738,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
739,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",3,1,3,0
740,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
741,"Saludable","Primavera",2,"Los Viños",40,0.8,"Macho",2,1,2,0
742,"Saludable","Primavera",2,"Los Viños",40,0.8,"Macho",2,1,2,0
743,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",2,1,2,0
744,"Saludable","Primavera",2,"Los Viños",40,0.9,"Hembra",1,1,1,0
745,"Saludable","Primavera",2,"Los Viños",40,0.9,"Hembra",0,0,0,0
746,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",1,1,1,0
747,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",0,0,0,0
748,"Saludable","Primavera",2,"Los Viños",40,0.8,"Hembra",1,1,0,1
749,"Saludable","Primavera",2,"Los Viños",40,2.9,"Hembra",2,2,1,1
750,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",19,2,5,14
751,"Saludable","Primavera",2,"Los Viños",40,3.5,"Hembra",3,2,2,1
752,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",5,1,0,5
753,"Saludable","Primavera",2,"Los Viños",40,2.3,"Hembra",1,1,1,0
754,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",3,1,0,3
755,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",5,2,1,4
756,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",1,1,0,1
757,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",2,1,0,2
758,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,0,1
759,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",1,1,0,1
760,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
761,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",1,1,0,1
762,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,0,1
763,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
764,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",4,2,1,3
765,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",1,1,1,0
766,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
767,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",2,2,1,1
768,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",2,1,2,0
769,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
770,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",4,2,3,1
771,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
772,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
773,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
774,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",1,1,1,0
775,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
776,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
777,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",1,1,1,0
778,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
779,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
780,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",1,1,0,1
781,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",0,0,0,0
782,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
783,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",3,2,2,1
784,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",3,2,2,1
785,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,0,1
786,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",0,0,0,0
787,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
788,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",1,1,1,0
789,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
790,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",6,2,5,1
791,"Saludable","Primavera",2,"Los Viños",40,2.1,"Macho",2,2,1,1
792,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
793,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,0,1
794,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",1,1,1,0
795,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",2,1,2,0
796,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",2,1,2,0
797,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
798,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",0,0,0,0
799,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
800,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
801,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",1,1,1,0
802,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",2,1,2,0
803,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
804,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",0,0,0,0
805,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",0,0,0,0
806,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",1,1,1,0
807,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
808,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",2,1,2,0
809,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",1,1,1,0
810,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
811,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
812,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
813,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",1,1,1,0
814,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",3,1,3,0
815,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",0,0,0,0
816,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",0,0,0,0
817,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,1,0
818,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",2,1,2,0
819,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
820,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
821,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
822,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,1,0
823,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
824,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",1,1,1,0
825,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
826,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
827,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",1,1,1,0
828,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",2,1,2,0
829,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
830,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",1,1,1,0
831,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
832,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",0,0,0,0
833,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
834,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,1,0
835,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
836,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,1,0
837,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
838,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
839,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",1,1,1,0
840,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
841,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
842,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
843,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
844,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",1,1,1,0
845,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",0,0,0,0
846,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",1,1,1,0
847,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
848,"Saludable","Primavera",2,"Los Viños",40,1.7,"Macho",2,1,2,0
849,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",0,0,0,0
850,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
851,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",1,1,1,0
852,"Saludable","Primavera",2,"Los Viños",40,1.6,"Macho",5,1,5,0
853,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",0,0,0,0
854,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",0,0,0,0
855,"Saludable","Primavera",2,"Los Viños",40,1.9,"Macho",3,2,2,1
856,"Saludable","Primavera",2,"Los Viños",40,1.7,"Macho",1,1,1,0
857,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
858,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",0,0,0,0
859,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",1,1,1,0
860,"Saludable","Primavera",2,"Los Viños",40,2.2,"Macho",1,1,1,0
861,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",2,1,2,0
862,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",0,0,0,0
863,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",1,1,1,0
864,"Saludable","Primavera",2,"Los Viños",40,1.7,"Hembra",0,0,0,0
865,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",0,0,0,0
866,"Saludable","Primavera",2,"Los Viños",40,2.1,"Hembra",4,1,4,0
867,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",2,1,2,0
868,"Saludable","Primavera",2,"Los Viños",40,1.9,"Macho",5,1,5,0
869,"Saludable","Primavera",2,"Los Viños",40,2.1,"Hembra",8,2,5,3
870,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",3,1,3,0
871,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",9,2,4,5
872,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",2,1,2,0
873,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",1,1,0,1
874,"Saludable","Primavera",2,"Los Viños",40,1.7,"Hembra",5,1,5,0
875,"Saludable","Primavera",2,"Los Viños",40,2.1,"Hembra",1,1,1,0
876,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",0,0,0,0
877,"Saludable","Primavera",2,"Los Viños",40,2.5,"Hembra",3,1,3,0
878,"Saludable","Primavera",2,"Los Viños",40,2.2,"Hembra",1,1,1,0
879,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",3,2,1,2
880,"Saludable","Primavera",2,"Los Viños",40,1.1,"Hembra",0,0,0,0
881,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
882,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",0,0,0,0
883,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",4,2,3,1
884,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
885,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
886,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",3,1,3,0
887,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",2,1,2,0
888,"Saludable","Primavera",2,"Los Viños",40,0.8,"Macho",2,1,2,0
889,"Saludable","Primavera",2,"Los Viños",40,0.8,"Macho",2,1,2,0
890,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",2,1,2,0
891,"Saludable","Primavera",2,"Los Viños",40,0.9,"Hembra",1,1,1,0
892,"Saludable","Primavera",2,"Los Viños",40,0.9,"Hembra",0,0,0,0
893,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",1,1,1,0
894,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",0,0,0,0
895,"Saludable","Primavera",2,"Los Viños",40,0.8,"Hembra",1,1,0,1
896,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",3,1,0,3
897,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",1,1,0,1
898,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
899,"Saludable","Primavera",2,"Los Viños",40,0.9,"Macho",3,1,3,0
900,"Saludable","Primavera",2,"Los Viños",40,1,"Macho",0,0,0,0
901,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",3,1,0,3
902,"Saludable","Primavera",2,"Los Viños",40,2.5,"Hembra",17,2,2,15
903,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",2,1,0,2
904,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",3,1,3,0
905,"Saludable","Primavera",2,"Los Viños",40,2.8,"Macho",3,1,3,0
906,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
907,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
908,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",1,1,0,1
909,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
910,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
911,"Saludable","Primavera",2,"Los Viños",40,0.7,"Macho",3,1,3,0
912,"Saludable","Primavera",2,"Los Viños",40,1.8,"Macho",0,0,0,0
913,"Saludable","Primavera",2,"Los Viños",40,0.8,"Macho",6,2,3,3
914,"Saludable","Primavera",2,"Los Viños",40,2.5,"Hembra",17,2,2,15
915,"Saludable","Primavera",2,"Los Viños",40,1.7,"Macho",0,0,0,0
916,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",3,1,3,0
917,"Saludable","Primavera",2,"Los Viños",40,2.5,"Macho",3,1,3,0
918,"Saludable","Primavera",2,"Los Viños",40,1.7,"Macho",2,1,0,2
919,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
920,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",2,1,2,0
921,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",2,1,2,0
922,"Saludable","Primavera",2,"Los Viños",40,1.7,"Hembra",2,1,2,0
923,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",1,1,1,0
924,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",1,1,1,0
925,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",1,1,1,0
926,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",1,1,1,0
927,"Saludable","Primavera",2,"Los Viños",40,1.9,"Hembra",0,0,0,0
928,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
929,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
930,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",0,0,0,0
931,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",0,0,0,0
932,"Saludable","Primavera",2,"Los Viños",40,1.6,"Macho",0,0,0,0
933,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",1,1,1,0
934,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
935,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",0,0,0,0
936,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
937,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",1,1,1,0
938,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
939,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",1,1,0,1
940,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",1,1,1,0
941,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",1,1,0,1
942,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",3,2,2,1
943,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",2,1,2,0
944,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
945,"Saludable","Primavera",2,"Los Viños",40,1.6,"Hembra",0,0,0,0
946,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",3,1,3,0
947,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
948,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",1,1,1,0
949,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",3,0,0,3
950,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",0,0,0,0
951,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",0,0,0,0
952,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
953,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",0,0,0,0
954,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
955,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",0,0,0,0
956,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
957,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
958,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",1,1,1,0
959,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
960,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
961,"Saludable","Primavera",2,"Los Viños",40,1.2,"Hembra",2,1,2,0
962,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",0,0,0,0
963,"Saludable","Primavera",2,"Los Viños",40,1.6,"Macho",0,0,0,0
964,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",2,2,1,1
965,"Saludable","Primavera",2,"Los Viños",40,1.7,"Hembra",3,1,3,0
966,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",5,2,4,1
967,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",1,1,1,0
968,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",1,1,1,0
969,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",2,1,0,2
970,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",0,0,0,0
971,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",1,1,1,0
972,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",1,1,1,0
973,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
974,"Saludable","Primavera",2,"Los Viños",40,1.4,"Hembra",0,0,0,0
975,"Saludable","Primavera",2,"Los Viños",40,1.5,"Macho",1,1,1,0
976,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
977,"Saludable","Primavera",2,"Los Viños",40,2,"Hembra",3,1,3,0
978,"Saludable","Primavera",2,"Los Viños",40,1.1,"Macho",0,0,0,0
979,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
980,"Saludable","Primavera",2,"Los Viños",40,1.2,"Macho",0,0,0,0
981,"Saludable","Primavera",2,"Los Viños",40,1,"Hembra",1,1,1,0
982,"Saludable","Primavera",2,"Los Viños",40,1.4,"Macho",1,1,1,0
983,"Saludable","Primavera",2,"Los Viños",40,1.3,"Macho",1,1,1,0
984,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",0,0,0,0
985,"Saludable","Primavera",2,"Los Viños",40,1.3,"Hembra",1,1,1,0
986,"Saludable","Primavera",2,"Los Viños",40,1.5,"Hembra",0,0,0,0
987,"Saludable","Primavera",2,"Los Viños",40,1.8,"Hembra",0,0,0,0
988,"Saludable","Primavera",2,"Los Viños",40,2,"Macho",1,1,1,0
989,"Saludable","Otoño",3,"Venecia",0,2.6,"Hembra",1,1,0,1
990,"Saludable","Otoño",3,"Venecia",5,1.5,"Macho",2,2,1,1
991,"Saludable","Otoño",3,"Venecia",5,2.3,"Hembra",0,0,0,0
992,"Saludable","Otoño",3,"Venecia",5,2,"Hembra",3,2,2,1
993,"Saludable","Otoño",3,"Venecia",5,1.1,"Macho",1,1,1,0
994,"Saludable","Otoño",3,"Venecia",5,1,"Macho",0,0,0,0
995,"Saludable","Otoño",3,"Venecia",5,1.1,"Macho",0,0,0,0
996,"Saludable","Otoño",3,"Venecia",5,1.2,"Hembra",5,2,2,3
997,"Saludable","Otoño",3,"Venecia",5,1.1,"Hembra",1,1,0,1
998,"Saludable","Otoño",3,"Venecia",10,1.3,"Hembra",3,2,1,2
999,"Saludable","Otoño",3,"Venecia",10,1.3,"Hembra",2,1,2,0
1000,"Saludable","Otoño",3,"Venecia",10,2,"Hembra",0,0,0,0
1001,"Saludable","Otoño",3,"Venecia",10,1.6,"Hembra",1,1,0,1
1002,"Saludable","Otoño",3,"Venecia",10,1.5,"Macho",1,1,0,1
1003,"Saludable","Otoño",3,"Venecia",10,2,"Macho",6,2,5,1
1004,"Saludable","Otoño",3,"Venecia",10,1.5,"Hembra",1,1,0,1
1005,"Saludable","Otoño",3,"Venecia",10,1.6,"Hembra",6,1,6,0
1006,"Saludable","Otoño",3,"Venecia",10,1.1,"Macho",1,1,1,0
1007,"Saludable","Otoño",3,"Venecia",10,1,"Macho",0,0,0,0
1008,"Saludable","Otoño",3,"Venecia",10,1.7,"Macho",4,1,4,0
1009,"Saludable","Otoño",3,"Venecia",10,1,"Hembra",2,2,1,1
1010,"Saludable","Otoño",3,"Venecia",10,1.3,"Hembra",1,1,0,1
1011,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",1,1,1,0
1012,"Saludable","Otoño",3,"Venecia",10,1.2,"Hembra",1,1,1,0
1013,"Saludable","Otoño",3,"Venecia",10,1.3,"Hembra",1,1,0,1
1014,"Saludable","Otoño",3,"Venecia",10,1,"Hembra",3,1,3,0
1015,"Saludable","Otoño",3,"Venecia",10,0.8,"Hembra",1,1,1,0
1016,"Saludable","Otoño",3,"Venecia",10,1.5,"Macho",2,1,2,0
1017,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",1,1,0,1
1018,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",0,0,0,0
1019,"Saludable","Otoño",3,"Venecia",10,1.1,"Hembra",0,0,0,0
1020,"Saludable","Otoño",3,"Venecia",10,1.1,"Hembra",0,0,0,0
1021,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",4,2,2,2
1022,"Saludable","Otoño",3,"Venecia",10,0.9,"Macho",0,0,0,0
1023,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",5,2,3,2
1024,"Saludable","Otoño",3,"Venecia",10,1.1,"Macho",8,2,6,2
1025,"Saludable","Otoño",3,"Venecia",10,1.1,"Macho",1,1,1,0
1026,"Saludable","Otoño",3,"Venecia",10,0.9,"Hembra",7,2,3,4
1027,"Saludable","Otoño",3,"Venecia",10,1.2,"Macho",0,0,0,0
1028,"Saludable","Otoño",3,"Venecia",15,1.5,"Macho",1,1,0,1
1029,"Saludable","Otoño",3,"Venecia",15,2.5,"Hembra",6,2,3,3
1030,"Saludable","Otoño",3,"Venecia",15,1.8,"Macho",3,1,3,0
1031,"Saludable","Otoño",3,"Venecia",15,2.5,"Macho",1,1,1,0
1032,"Saludable","Otoño",3,"Venecia",15,1.7,"Macho",3,1,3,0
1033,"Saludable","Otoño",3,"Venecia",15,2.3,"Hembra",0,0,0,0
1034,"Saludable","Otoño",3,"Venecia",15,1.9,"Macho",0,0,0,0
1035,"Saludable","Otoño",3,"Venecia",20,2.3,"Hembra",0,0,0,0
1036,"Saludable","Otoño",3,"Venecia",20,1.8,"Hembra",1,1,0,1
1037,"Saludable","Otoño",3,"Venecia",20,1.7,"Hembra",1,1,1,0
1038,"Saludable","Otoño",3,"Venecia",20,2.3,"Hembra",2,1,2,0
1039,"Saludable","Otoño",3,"Venecia",20,2.7,"Hembra",1,1,0,1
1040,"Saludable","Otoño",3,"Venecia",20,1.5,"Macho",4,2,2,2
1041,"Saludable","Otoño",3,"Venecia",20,1.5,"Macho",2,1,0,2
1042,"Saludable","Otoño",3,"Venecia",20,1.8,"Macho",0,0,0,0
1043,"Saludable","Otoño",3,"Venecia",20,2,"Hembra",2,1,2,0
1044,"Saludable","Otoño",3,"Venecia",20,1.7,"Macho",3,1,3,0
1045,"Saludable","Otoño",3,"Venecia",20,2.4,"Hembra",0,0,0,0
1046,"Saludable","Otoño",3,"Venecia",20,1.6,"Macho",14,2,10,4
1047,"Saludable","Otoño",3,"Venecia",20,1.6,"Macho",1,1,1,0
1048,"Saludable","Otoño",3,"Venecia",20,1.4,"Macho",0,0,0,0
1049,"Saludable","Otoño",3,"Venecia",20,1.8,"Macho",11,0,11,0
1050,"Saludable","Otoño",3,"Venecia",20,1.4,"Macho",1,1,0,1
1051,"Saludable","Otoño",3,"Venecia",20,1.6,"Macho",0,0,0,0
1052,"Saludable","Otoño",3,"Venecia",20,1.6,"Macho",1,1,1,0
1053,"Saludable","Otoño",3,"Venecia",20,1.7,"Macho",1,1,0,1
1054,"Saludable","Otoño",3,"Venecia",25,2.7,"Hembra",0,0,0,0
1055,"Saludable","Otoño",3,"Venecia",25,1.9,"Macho",1,1,1,0
1056,"Saludable","Otoño",3,"Venecia",25,2.7,"Hembra",5,2,1,4
1057,"Saludable","Otoño",3,"Venecia",25,1.5,"Hembra",0,0,0,0
1058,"Saludable","Otoño",3,"Venecia",25,2,"Macho",1,1,0,1
