"ID","NMP","EST","FC","LC","DIST","LCT","SEX","NTP","RP","P_altmani","Proleptus_sp."
1,"Saludable","Invierno",0,"Santa María del Mar",0,2,"Macho",0,0,0,0
2,"Saludable","Invierno",0,"Santa María del Mar",5,2.1,"Macho",1,1,1,0
3,"Saludable","Invierno",0,"Santa María del Mar",5,3.2,"Hembra",2,1,2,0
4,"Saludable","Invierno",0,"Santa María del Mar",10,1.7,"Macho",0,0,0,0
5,"Saludable","Invierno",0,"Santa María del Mar",10,1.7,"Macho",0,0,0,0
6,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
7,"Saludable","Invierno",0,"Santa María del Mar",10,3.4,"Hembra",1,1,1,0
8,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
9,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
10,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
11,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
12,"Saludable","Invierno",0,"Santa María del Mar",10,2.1,"Macho",0,0,0,0
13,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
14,"Saludable","Invierno",0,"Santa María del Mar",15,2,"Macho",0,0,0,0
15,"Saludable","Invierno",0,"Santa María del Mar",15,3.2,"Hembra",0,0,0,0
16,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",0,0,0,0
17,"Saludable","Invierno",0,"Santa María del Mar",15,2,"Macho",0,0,0,0
18,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",0,0,0,0
19,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",1,1,1,0
20,"Saludable","Invierno",0,"Santa María del Mar",15,2.1,"Macho",0,0,0,0
21,"Saludable","Invierno",0,"Santa María del Mar",15,2,"Macho",0,0,0,0
22,"Saludable","Invierno",0,"Santa María del Mar",15,1.9,"Macho",0,0,0,0
23,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Macho",0,0,0,0
24,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Macho",0,0,0,0
25,"Saludable","Invierno",0,"Santa María del Mar",20,1.5,"Macho",0,0,0,0
26,"Saludable","Invierno",0,"Santa María del Mar",20,2.7,"Hembra",0,0,0,0
27,"Saludable","Invierno",0,"Santa María del Mar",20,3.2,"Macho",0,0,0,0
28,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Hembra",1,1,1,0
29,"Saludable","Invierno",0,"Santa María del Mar",20,1.5,"Macho",0,0,0,0
30,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
31,"Saludable","Invierno",0,"Santa María del Mar",20,2.1,"Macho",2,1,2,0
32,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
33,"Saludable","Invierno",0,"Santa María del Mar",20,2.1,"Macho",0,0,0,0
34,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
35,"Saludable","Invierno",0,"Santa María del Mar",20,1.8,"Macho",0,0,0,0
36,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
37,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
38,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
39,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
40,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
41,"Saludable","Invierno",0,"Santa María del Mar",25,1.4,"Macho",0,0,0,0
42,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
43,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
44,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
45,"Saludable","Invierno",0,"Santa María del Mar",25,1.1,"Macho",0,0,0,0
46,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
47,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
48,"Saludable","Invierno",0,"Santa María del Mar",25,1.4,"Macho",0,0,0,0
49,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
50,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
51,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
52,"Saludable","Invierno",0,"Santa María del Mar",25,2.2,"Macho",0,0,0,0
53,"Saludable","Invierno",0,"Santa María del Mar",25,3,"Macho",1,1,1,0
54,"Saludable","Invierno",0,"Santa María del Mar",25,2,"Macho",1,1,1,0
55,"Saludable","Invierno",0,"Santa María del Mar",25,2.1,"Macho",0,0,0,0
56,"Saludable","Invierno",0,"Santa María del Mar",0,2.1,"Macho",0,0,0,0
57,"Saludable","Invierno",0,"Santa María del Mar",0,2,"Macho",0,0,0,0
58,"Saludable","Invierno",0,"Santa María del Mar",5,2,"Macho",0,0,0,0
59,"Saludable","Invierno",0,"Santa María del Mar",5,1.9,"Macho",0,0,0,0
60,"Saludable","Invierno",0,"Santa María del Mar",5,2.1,"Macho",0,0,0,0
61,"Saludable","Invierno",0,"Santa María del Mar",5,3.2,"Hembra",0,0,0,0
62,"Saludable","Invierno",0,"Santa María del Mar",5,3,"Hembra",0,0,0,0
63,"Saludable","Invierno",0,"Santa María del Mar",10,1.7,"Macho",0,0,0,0
64,"Saludable","Invierno",0,"Santa María del Mar",10,1.7,"Macho",0,0,0,0
65,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
66,"Saludable","Invierno",0,"Santa María del Mar",10,3.4,"Hembra",0,0,0,0
67,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
68,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
69,"Saludable","Invierno",0,"Santa María del Mar",10,2.2,"Macho",0,0,0,0
70,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
71,"Saludable","Invierno",0,"Santa María del Mar",10,2.1,"Macho",0,0,0,0
72,"Saludable","Invierno",0,"Santa María del Mar",10,1.6,"Macho",0,0,0,0
73,"Saludable","Invierno",0,"Santa María del Mar",15,2,"Macho",0,0,0,0
74,"Saludable","Invierno",0,"Santa María del Mar",15,3.2,"Hembra",0,0,0,0
75,"Saludable","Invierno",0,"Santa María del Mar",15,2.3,"Macho",0,0,0,0
76,"Saludable","Invierno",0,"Santa María del Mar",15,2.6,"Hembra",0,0,0,0
77,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",0,0,0,0
78,"Saludable","Invierno",0,"Santa María del Mar",15,2,"Macho",0,0,0,0
79,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",0,0,0,0
80,"Saludable","Invierno",0,"Santa María del Mar",15,1.8,"Hembra",0,0,0,0
81,"Saludable","Invierno",0,"Santa María del Mar",15,1.7,"Macho",0,0,0,0
82,"Saludable","Invierno",0,"Santa María del Mar",15,1.6,"Macho",1,1,1,0
83,"Saludable","Invierno",0,"Santa María del Mar",15,2.1,"Macho",0,0,0,0
84,"Saludable","Invierno",0,"Santa María del Mar",20,1.6,"Hembra",0,0,0,0
85,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
86,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
87,"Saludable","Invierno",0,"Santa María del Mar",20,2,"Macho",0,0,0,0
88,"Saludable","Invierno",0,"Santa María del Mar",20,1.6,"Macho",0,0,0,0
89,"Saludable","Invierno",0,"Santa María del Mar",20,1.6,"Macho",0,0,0,0
90,"Saludable","Invierno",0,"Santa María del Mar",20,1.5,"Macho",0,0,0,0
91,"Saludable","Invierno",0,"Santa María del Mar",20,1.5,"Macho",0,0,0,0
92,"Saludable","Invierno",0,"Santa María del Mar",20,2.7,"Hembra",0,0,0,0
93,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Macho",0,0,0,0
94,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Macho",0,0,0,0
95,"Saludable","Invierno",0,"Santa María del Mar",20,1.2,"Macho",0,0,0,0
96,"Saludable","Invierno",0,"Santa María del Mar",25,1.9,"Macho",0,0,0,0
97,"Saludable","Invierno",0,"Santa María del Mar",25,1.6,"Macho",0,0,0,0
98,"Saludable","Invierno",0,"Santa María del Mar",25,1.6,"Macho",0,0,0,0
99,"Saludable","Invierno",0,"Santa María del Mar",25,1.6,"Macho",0,0,0,0
100,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
101,"Saludable","Invierno",0,"Santa María del Mar",25,1.6,"Hembra",0,0,0,0
102,"Saludable","Invierno",0,"Santa María del Mar",25,3,"Macho",0,0,0,0
103,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
104,"Saludable","Invierno",0,"Santa María del Mar",25,2.2,"Macho",0,0,0,0
105,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
106,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
107,"Saludable","Invierno",0,"Santa María del Mar",25,1.4,"Macho",0,0,0,0
108,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
109,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
110,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
111,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
112,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
113,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
114,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
115,"Saludable","Invierno",0,"Santa María del Mar",25,1.4,"Hembra",0,0,0,0
116,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Hembra",0,0,0,0
117,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Hembra",0,0,0,0
118,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
119,"Saludable","Invierno",0,"Santa María del Mar",25,1.8,"Macho",0,0,0,0
120,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
121,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
122,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
123,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
124,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
125,"Saludable","Invierno",0,"Santa María del Mar",25,1.4,"Macho",0,0,0,0
126,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
127,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
128,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
129,"Saludable","Invierno",0,"Santa María del Mar",25,1.2,"Macho",0,0,0,0
130,"Saludable","Invierno",0,"Santa María del Mar",25,1.5,"Macho",0,0,0,0
131,"Saludable","Invierno",0,"Santa María del Mar",25,1.3,"Macho",0,0,0,0
132,"Saludable","Invierno",0,"Santa María del Mar",25,1.1,"Macho",0,0,0,0
133,"Saludable","Invierno",0,"Santa María del Mar",25,2,"Macho",0,0,0,0
134,"Saludable","Invierno",0,"Santa María del Mar",25,2.1,"Macho",0,0,0,0
135,"Saludable","Primavera",2,"Los Viños",5,2,"Macho",11,2,5,6
136,"Saludable","Primavera",2,"Los Viños",5,2.3,"Hembra",8,2,1,7
137,"Saludable","Primavera",2,"Los Viños",5,2,"Macho",0,0,0,0
138,"Saludable","Primavera",2,"Los Viños",5,2.3,"Hembra",8,2,1,7
139,"Saludable","Primavera",2,"Los Viños",5,1.3,"Hembra",0,0,0,0
140,"Saludable","Primavera",2,"Los Viños",10,1.2,"Hembra",1,1,1,0
141,"Saludable","Primavera",2,"Los Viños",10,1.2,"Hembra",0,0,0,0
142,"Saludable","Primavera",2,"Los Viños",10,1.1,"Macho",2,1,0,2
143,"Saludable","Primavera",2,"Los Viños",10,1.3,"Macho",2,1,2,0
144,"Saludable","Primavera",2,"Los Viños",10,1.5,"Hembra",2,1,2,0
145,"Saludable","Primavera",2,"Los Viños",10,1,"Hembra",0,0,0,0
146,"Saludable","Primavera",2,"Los Viños",10,2.5,"Hembra",0,0,0,0
147,"Saludable","Primavera",2,"Los Viños",10,1.2,"Macho",0,0,0,0
148,"Saludable","Primavera",2,"Los Viños",10,1.5,"Hembra",2,1,2,0
149,"Saludable","Primavera",2,"Los Viños",10,1,"Hembra",0,0,0,0
150,"Saludable","Primavera",2,"Los Viños",10,1.4,"Hembra",3,1,3,0
151,"Saludable","Primavera",2,"Los Viños",15,1.5,"Macho",6,1,6,0
152,"Saludable","Primavera",2,"Los Viños",15,1.6,"Hembra",3,1,0,3
153,"Saludable","Primavera",2,"Los Viños",15,1,"Macho",0,0,0,0
154,"Saludable","Primavera",2,"Los Viños",15,1.4,"Hembra",1,1,1,0
155,"Saludable","Primavera",2,"Los Viños",15,1.4,"Hembra",1,1,0,1
156,"Saludable","Primavera",2,"Los Viños",15,2,"Macho",2,2,1,1
157,"Saludable","Primavera",2,"Los Viños",15,1.5,"Macho",1,1,0,1
158,"Saludable","Primavera",2,"Los Viños",15,0.8,"Macho",3,1,3,0
159,"Saludable","Primavera",2,"Los Viños",15,0.5,"Macho",1,1,1,0
160,"Saludable","Primavera",2,"Los Viños",15,2,"Macho",1,1,0,1
161,"Saludable","Primavera",2,"Los Viños",15,1.5,"Macho",3,1,3,0
162,"Saludable","Primavera",2,"Los Viños",15,1.2,"Macho",1,1,1,0
163,"Saludable","Primavera",2,"Los Viños",15,1.1,"Hembra",0,0,0,0
164,"Saludable","Primavera",2,"Los Viños",15,1.5,"Macho",1,1,0,1
165,"Saludable","Primavera",2,"Los Viños",15,0.8,"Macho",3,1,3,0
166,"Saludable","Primavera",2,"Los Viños",15,0.5,"Macho",1,1,1,0
167,"Saludable","Primavera",2,"Los Viños",15,1.3,"Hembra",0,0,0,0
168,"Saludable","Primavera",2,"Los Viños",15,1.2,"Hembra",0,0,0,0
169,"Saludable","Primavera",2,"Los Viños",15,1.6,"Hembra",0,0,0,0
170,"Saludable","Primavera",2,"Los Viños",20,1.6,"Macho",0,0,0,0
171,"Saludable","Primavera",2,"Los Viños",20,2,"Hembra",3,1,3,0
172,"Saludable","Primavera",2,"Los Viños",20,1.4,"Hembra",1,1,0,1
173,"Saludable","Primavera",2,"Los Viños",20,1.2,"Macho",1,1,0,1
174,"Saludable","Primavera",2,"Los Viños",20,1.4,"Hembra",0,0,0,0
175,"Saludable","Primavera",2,"Los Viños",20,1.4,"Hembra",0,0,0,0
176,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",0,0,0,0
177,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",1,1,1,0
178,"Saludable","Primavera",2,"Los Viños",20,0.9,"Hembra",2,1,2,0
179,"Saludable","Primavera",2,"Los Viños",20,1.5,"Hembra",0,0,0,0
180,"Saludable","Primavera",2,"Los Viños",20,1.7,"Hembra",10,2,2,8
181,"Saludable","Primavera",2,"Los Viños",20,1.7,"Hembra",7,2,5,2
182,"Saludable","Primavera",2,"Los Viños",20,1.1,"Macho",0,0,0,0
183,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",2,1,2,0
184,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",1,1,1,0
185,"Saludable","Primavera",2,"Los Viños",20,0.9,"Hembra",2,1,2,0
186,"Saludable","Primavera",2,"Los Viños",20,2.2,"Macho",8,2,2,6
187,"Saludable","Primavera",2,"Los Viños",20,1.3,"Macho",12,1,12,0
188,"Saludable","Primavera",2,"Los Viños",20,1.4,"Macho",12,1,12,0
189,"Saludable","Primavera",2,"Los Viños",20,2.6,"Macho",4,2,1,3
190,"Saludable","Primavera",2,"Los Viños",20,1.4,"Hembra",0,0,0,0
191,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",0,0,0,0
192,"Saludable","Primavera",2,"Los Viños",20,1.5,"Macho",0,0,0,0
193,"Saludable","Primavera",2,"Los Viños",20,0.9,"Macho",0,0,0,0
194,"Saludable","Primavera",2,"Los Viños",20,1,"Macho",0,0,0,0
195,"Saludable","Primavera",2,"Los Viños",25,1.8,"Macho",5,2,4,1
196,"Saludable","Primavera",2,"Los Viños",25,1.4,"Hembra",2,1,2,0
197,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
198,"Saludable","Primavera",2,"Los Viños",25,1.2,"Hembra",5,2,1,4
199,"Saludable","Primavera",2,"Los Viños",25,1.8,"Hembra",1,1,1,0
200,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",3,2,2,1
201,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",4,2,3,1
202,"Saludable","Primavera",2,"Los Viños",25,0.9,"Hembra",0,0,0,0
203,"Saludable","Primavera",2,"Los Viños",25,0.8,"Macho",2,1,2,0
204,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",1,1,1,0
205,"Saludable","Primavera",2,"Los Viños",25,0.7,"Macho",0,0,0,0
206,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",0,0,0,0
207,"Saludable","Primavera",2,"Los Viños",25,0.4,"Macho",0,0,0,0
208,"Saludable","Primavera",2,"Los Viños",25,0.4,"Macho",2,1,2,0
209,"Saludable","Primavera",2,"Los Viños",25,0.3,"Macho",1,1,0,1
210,"Saludable","Primavera",2,"Los Viños",25,2.5,"Hembra",8,2,1,7
211,"Saludable","Primavera",2,"Los Viños",25,3,"Macho",8,2,3,5
212,"Saludable","Primavera",2,"Los Viños",25,1,"Hembra",0,0,0,0
213,"Saludable","Primavera",2,"Los Viños",25,1.2,"Macho",0,0,0,0
214,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",0,0,0,0
215,"Saludable","Primavera",2,"Los Viños",25,1.2,"Hembra",1,1,0,1
216,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",0,0,0,0
217,"Saludable","Primavera",2,"Los Viños",25,1.7,"Hembra",7,2,5,2
218,"Saludable","Primavera",2,"Los Viños",25,2.6,"Hembra",1,1,0,1
219,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
220,"Saludable","Primavera",2,"Los Viños",25,1.6,"Hembra",0,0,0,0
221,"Saludable","Primavera",2,"Los Viños",25,0.9,"Hembra",1,1,1,0
222,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",1,1,1,0
223,"Saludable","Primavera",2,"Los Viños",25,1.4,"Hembra",0,0,0,0
224,"Saludable","Primavera",2,"Los Viños",25,1.2,"Hembra",1,1,1,0
225,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",1,1,1,0
226,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",2,1,2,0
227,"Saludable","Primavera",2,"Los Viños",25,1.3,"Macho",0,0,0,0
228,"Saludable","Primavera",2,"Los Viños",25,1.9,"Macho",6,2,5,1
229,"Saludable","Primavera",2,"Los Viños",25,1.9,"Macho",1,1,1,0
230,"Saludable","Primavera",2,"Los Viños",25,1.4,"Hembra",0,0,0,0
231,"Saludable","Primavera",2,"Los Viños",25,1.9,"Hembra",0,0,0,0
232,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
233,"Saludable","Primavera",2,"Los Viños",25,2.3,"Hembra",9,2,3,6
234,"Saludable","Primavera",2,"Los Viños",25,2,"Hembra",3,1,0,3
235,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",2,1,0,2
236,"Saludable","Primavera",2,"Los Viños",25,1.5,"Hembra",3,1,0,3
237,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",1,1,1,0
238,"Saludable","Primavera",2,"Los Viños",25,1.5,"Hembra",6,2,3,3
239,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",0,0,0,0
240,"Saludable","Primavera",2,"Los Viños",25,1,"Hembra",4,2,3,1
241,"Saludable","Primavera",2,"Los Viños",25,0.9,"Hembra",1,1,1,0
242,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",2,1,2,0
243,"Saludable","Primavera",2,"Los Viños",25,1,"Hembra",1,1,1,0
244,"Saludable","Primavera",2,"Los Viños",25,0.8,"Hembra",0,0,0,0
245,"Saludable","Primavera",2,"Los Viños",25,1.1,"Macho",1,1,1,0
246,"Saludable","Primavera",2,"Los Viños",25,0.7,"Hembra",0,0,0,0
247,"Saludable","Primavera",2,"Los Viños",25,0.8,"Macho",1,1,1,0
248,"Saludable","Primavera",2,"Los Viños",25,0.9,"Hembra",3,1,0,3
249,"Saludable","Primavera",2,"Los Viños",25,1.8,"Hembra",1,1,1,0
250,"Saludable","Primavera",2,"Los Viños",25,1,"Macho",3,2,2,1
251,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",4,2,3,1
252,"Saludable","Primavera",2,"Los Viños",25,0.9,"Hembra",0,0,0,0
253,"Saludable","Primavera",2,"Los Viños",25,0.8,"Macho",2,1,2,0
254,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",1,1,1,0
255,"Saludable","Primavera",2,"Los Viños",25,0.7,"Macho",0,0,0,0
256,"Saludable","Primavera",2,"Los Viños",25,0.5,"Macho",0,0,0,0
257,"Saludable","Primavera",2,"Los Viños",25,0.4,"Macho",0,0,0,0
258,"Saludable","Primavera",2,"Los Viños",25,0.4,"Macho",2,1,2,0
259,"Saludable","Primavera",2,"Los Viños",25,0.3,"Hembra",1,1,0,1
260,"Saludable","Primavera",2,"Los Viños",25,2.5,"Hembra",2,1,2,0
261,"Saludable","Primavera",2,"Los Viños",25,2.3,"Hembra",1,1,1,0
262,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
263,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
264,"Saludable","Primavera",2,"Los Viños",25,1.4,"Hembra",0,0,0,0
265,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",3,2,2,1
266,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",3,2,2,1
267,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",0,0,0,0
268,"Saludable","Primavera",2,"Los Viños",25,1.1,"Macho",0,0,0,0
269,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",4,1,4,0
270,"Saludable","Primavera",2,"Los Viños",25,1.4,"Macho",0,0,0,0
271,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",3,1,3,0
272,"Saludable","Primavera",2,"Los Viños",25,1.5,"Hembra",2,1,2,0
273,"Saludable","Primavera",2,"Los Viños",25,1.3,"Hembra",0,0,0,0
274,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",2,1,2,0
275,"Saludable","Primavera",2,"Los Viños",25,1.1,"Hembra",0,0,0,0
276,"Saludable","Primavera",2,"Los Viños",25,1.6,"Hembra",0,0,0,0
277,"Saludable","Primavera",2,"Los Viños",25,2,"Hembra",1,1,0,1
278,"Saludable","Primavera",2,"Los Viños",25,1.5,"Macho",2,1,2,0
279,"Saludable","Primavera",2,"Los Viños",25,1.8,"Macho",1,1,0,1
280,"Saludable","Primavera",2,"Los Viños",25,2,"Hembra",5,1,5,0
281,"Saludable","Primavera",2,"Los Viños",30,1.2,"Macho",3,1,3,0
282,"Saludable","Primavera",2,"Los Viños",30,1,"Macho",3,1,3,0
283,"Saludable","Primavera",2,"Los Viños",30,0.95,"Macho",3,1,3,0
284,"Saludable","Primavera",2,"Los Viños",30,1.1,"Macho",4,1,4,0
285,"Saludable","Primavera",2,"Los Viños",30,1,"Macho",4,1,4,0
286,"Saludable","Primavera",2,"Los Viños",30,0.9,"Macho",2,1,2,0
287,"Saludable","Primavera",2,"Los Viños",30,2.2,"Macho",2,1,0,2
288,"Saludable","Primavera",2,"Los Viños",30,2,"Macho",0,0,0,0
289,"Saludable","Primavera",2,"Los Viños",30,1.1,"Hembra",3,1,3,0
290,"Saludable","Primavera",2,"Los Viños",30,1.1,"Hembra",0,0,0,0
291,"Saludable","Primavera",2,"Los Viños",30,2.1,"Macho",3,2,2,1
292,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",2,1,2,0
293,"Saludable","Primavera",2,"Los Viños",30,1,"Hembra",2,2,1,1
294,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",0,0,0,0
295,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",0,0,0,0
296,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",2,1,2,0
297,"Saludable","Primavera",2,"Los Viños",30,1.4,"Hembra",4,2,3,1
298,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",3,2,2,1
299,"Saludable","Primavera",2,"Los Viños",30,1.2,"Hembra",5,2,3,2
300,"Saludable","Primavera",2,"Los Viños",30,1.4,"Hembra",0,0,0,0
301,"Saludable","Primavera",2,"Los Viños",30,1.3,"Hembra",1,1,0,1
302,"Saludable","Primavera",2,"Los Viños",30,1.1,"Hembra",1,1,0,1
303,"Saludable","Primavera",2,"Los Viños",30,0.8,"Macho",1,1,1,0
304,"Saludable","Primavera",2,"Los Viños",30,0.7,"Macho",4,1,4,0
305,"Saludable","Primavera",2,"Los Viños",30,0.9,"Hembra",0,0,0,0
306,"Saludable","Primavera",2,"Los Viños",30,0.5,"Macho",0,0,0,0
307,"Saludable","Primavera",2,"Los Viños",30,0.4,"Macho",1,1,1,0
308,"Saludable","Primavera",2,"Los Viños",30,0.5,"Hembra",0,0,0,0
309,"Saludable","Primavera",2,"Los Viños",30,0.4,"Macho",0,0,0,0
310,"Saludable","Primavera",2,"Los Viños",30,0.4,"Hembra",2,2,2,0
311,"Saludable","Primavera",2,"Los Viños",30,0.4,"Hembra",0,1,0,0
312,"Saludable","Primavera",2,"Los Viños",30,0.4,"Hembra",0,0,0,0
313,"Saludable","Primavera",2,"Los Viños",30,0.5,"Macho",5,2,4,1
314,"Saludable","Primavera",2,"Los Viños",30,0.9,"Macho",0,0,0,0
315,"Saludable","Primavera",2,"Los Viños",30,0.2,"Macho",0,0,0,0
316,"Saludable","Primavera",2,"Los Viños",30,0.7,"Macho",1,1,1,0
317,"Saludable","Primavera",2,"Los Viños",30,0.5,"Macho",1,1,1,0
318,"Saludable","Primavera",2,"Los Viños",30,0.5,"Macho",4,1,4,0
319,"Saludable","Primavera",2,"Los Viños",30,0.3,"Hembra",1,1,1,0
320,"Saludable","Primavera",2,"Los Viños",30,0.6,"Hembra",0,0,0,0
321,"Saludable","Primavera",2,"Los Viños",30,0.4,"Hembra",2,1,2,0
322,"Saludable","Primavera",2,"Los Viños",30,0.8,"Hembra",0,0,0,0
323,"Saludable","Primavera",2,"Los Viños",30,1.1,"Hembra",0,0,0,0
324,"Saludable","Primavera",2,"Los Viños",30,1,"Macho",2,1,2,0
325,"Saludable","Primavera",2,"Los Viños",30,1.1,"Macho",3,2,2,1
326,"Saludable","Primavera",2,"Los Viños",30,0.9,"Hembra",1,1,0,1
327,"Saludable","Primavera",2,"Los Viños",30,1,"Hembra",4,2,3,1
328,"Saludable","Primavera",2,"Los Viños",30,1,"Hembra",1,1,1,0
329,"Saludable","Primavera",2,"Los Viños",30,1,"Hembra",0,0,0,0
330,"Saludable","Primavera",2,"Los Viños",30,1.1,"Hembra",0,0,0,0
